dcontributor,dsubjecs,dtitle,Year
张謇,广生油厂;机器;盛宙怀;纺织;荔记;通州;销售,盛宣怀复张謇函,1900-1904
张謇,利息;大生纱厂;广生油厂;机器;纺织,盛宣怀致张謇函,1900-1904
王文韶,总理各国事务衙门;新加坡;李鸿章;电报局;经元善;香港,盛宣怀上王文韶书,1900-1904
许景澄,上海;朱宝奎;李鸿章;澳门;电报局;香港,盛宣怀致许景澄函,1900-1904
唐蔚芝,学堂;德律风公司;股票;高等实业学堂,盛宣怀致唐蔚芝函,1900-1904
任逢辛;李进之,电报局;谢国壵;财务;重庆,盛宣怀致任逢辛、李进之函,1900-1904
张戟门,义和团运动;侯铭烈;广仁堂;疾病;经费,盛宣怀致张戟门函,1900-1904
温灏,广东;股票;铁路,盛宣怀复温灏函,1900-1904
汪金,公账房;典当;财务,盛宣怀复汪金函,1900-1904
汪金,久大典;公账房;典当;利息;均大典;济大典;济美典;电报局;藩库;财务,盛宣怀致汪金函,1900-1904
汪金,公账房;典当;汇兑;陆润庠,盛宣怀致汪金函,1900-1904
汪金,公账房;典当;藩库;财务,盛宣怀致汪金函,1900-1904
汪金,公账房;典当;财务,盛宣怀致汪金函,1900-1904
汪金,久大典;公账房;典当;吴辅仁;捐赈;服装;济大典;财务,盛宣怀致汪金函,1900-1904
汪金,公账房;公顺典;典当;利息,盛宣怀致汪金函,1900-1904
汪金,公账房;公顺典;典当;财务,盛宣怀致汪金函,1900-1904
汪金,公账房;公顺典;典当;汇兑;袁世凯,盛宣怀致汪金函,1900-1904
潘祖谦,余元庄;建筑工程;慈善事业;苏州府;苏州棲流所;财务,盛宣怀复潘祖谦函,1900-1904
余元庄徐乾斋,余元庄;慈善事业;潘祖谦;苏州府;苏州棲流所;财务,盛宣怀致余元庄徐乾斋函,1900-1904
任锡汾,东南济急会;任道镕;建祠堂;施则敬;李鸿章;端方;赈济;银;顾肇熙,盛宣怀致任锡汾函,1900-1904
李维格;盛春颐,信函;张之洞;汉阳铁厂;湘乡;瞿方伯;财务;采办,盛宣怀致盛春颐、李维格函,1900-1904
李维格;盛春颐,汉阳铁厂;萍醴铁路;财务;钢轨;铁;马克雷,盛宣怀致盛春颐、李维格函,1900-1904
李维格,会见;冯熙光;厂务;李正光;汉阳铁厂,盛宣怀致李维格函,1900-1904
李维格;盛春颐,楊学沂;水脚;汉阳铁厂;煤;财务;赖倫;运输;销售,盛宣怀致盛春颐、李维格函,1900-1904
盛春颐,利息;厂务;汉阳铁厂;财务,盛宣怀致盛春颐函,1900-1904
盛春颐,中国通商银行;利息;汉阳铁厂;财务,盛宣怀致盛春颐函,1900-1904
李维格;盛春颐,工程;汉阳铁厂;纪凤台;解茂承;钢轨;铁路,盛宣怀致盛春颐、李维格函,1900-1904
李维格;盛春颐,汉阳铁厂;财务,盛宣怀致盛春颐、李维格函,1900-1904
李维格,公务;汉阳铁厂,盛宣怀致李维格函,1900-1904
李维格;盛春颐,东北铁路;工程;柯鸿年;汉阳铁厂;沙多;销售,盛宣怀致盛春颐、李维格函,1900-1904
李维格;盛春颐,保裕洋行;汉阳铁厂;财务;铁,盛宣怀致盛春颐、李维格函,1900-1904
李维格;盛春颐,一井上勝;东肥洋行;抵押;汉阳铁厂;物料;铁;铁路,盛宣怀致盛春颐、李维格函,1900-1904
小田切万寿之助,借贷;合同;大冶铁矿;日本制铁所;矿产;销售,盛宣怀致小田切万寿之助函,1900-1904
载振;载沣,借贷;合同;大冶铁矿;天津制造局;旅顺船坞;日本;矿务;财务;运输;销售;领事,盛宣怀致载沣、载振函,1900-1904
张之洞,借贷;兴业银行;合同;天津制造局;工厂;旅顺船坞;汉阳铁厂;煤;矿务;章程;萍乡煤矿;销售,盛宣怀致张之洞函,1900-1904
张之洞,借贷;外籍工师;小田切万寿之助;张赞寰;日本制铁所;李维格;汉阳铁厂;财务;铁路;银行,盛宣怀再致张之洞函,1900-1904
端方,借贷;利息;合同;张之洞;汉阳铁厂;股票;采掘,盛宣怀再致端方函,1900-1904
小田切万寿之助,利息;合同;外务部;张之洞;汉阳铁厂;电报,盛宣怀致小田切万寿之助函,1900-1904
小田切万寿之助,公务;李维格;楊学沂;银行,盛宣怀致小田切万寿之助函,1900-1904
小田切万寿之助,借贷;兴业银行;合同;大冶铁矿;矿务,盛宣怀致小田切万寿之助函,1900-1904
严芝眉,汉阳铁厂;汪承豫;矿务;财务;采办,盛宣怀致严芝眉函,1900-1904
莫爔,汉阳铁厂;矿务;船只;萍乡煤矿;萍乡铁路;财务;轮船招商局;运输;郑官应,盛宣怀致莫爔函,1900-1904
莫爔,制造;卢洪昶;张赞宸;机器;礼和洋行;轮船招商局;运输;采办;钢轨,盛宣怀致莫爔函,1900-1904
莫爔,修建;汉阳铁厂;萍乡煤矿;设备;钢轨,盛宣怀致莫爔函,1900-1904
莫爔,公和祥码头;冯炳忠;楊菊初;汉阳铁厂;洋行;码头;礼和洋行;轮船招商局,盛宣怀致莫爔函,1900-1904
莫爔,冶炼;汉阳铁厂;洋行;煤;礼和洋行;船只;萍乡煤矿;赖倫;邬晋基;采办,盛宣怀致莫爔函,1900-1904
莫爔,化验;汉阳铁厂;洋行;白泥;礼和洋行;萍乡煤矿,盛宣怀致莫爔函,1900-1904
莫爔,价格;化验;汉阳铁厂;洋行;煤;礼和洋行;船只;薪俸;财务,盛宣怀致莫爔函,1900-1904
张之洞,勘察;合同;汉阳铁厂;矿务;财务;运输;钢铁;销售,盛宣怀致张之洞函,1900-1904
张赞宸,军务;火车;煤;萍乡煤矿;财务;赖倫;销售,盛宣怀致张赞宸函,1900-1904
张赞宸,合同;小田切万寿之助;贸易;赖倫;钢铁;销售,盛宣怀致张赞宸函,1900-1904
李维格;盛春颐,卜聶;管理;葛乐士;财务;郭克利厂,盛宣怀致盛春颐、李维格函,1900-1904
宗得福;盛春颐,汉阳铁厂;财务;销售,盛宣怀致盛春颐、宗得福函,1900-1904
盛春颐,卢汉铁路;李维格;汉阳铁厂;美国;采办;钢轨,盛宣怀致盛春颐函,1900-1904
宗得福;盛春颐,卢洪昶;汉阳铁厂;船只;设备;财务;钢铁;销售,盛宣怀致盛春颐、宗得福函,1900-1904
盛春颐,价格;公务;汉阳铁厂,盛宣怀致盛春颐函,1900-1904
宗得福;盛春颐,公务;汉阳铁厂,盛宣怀致盛春颐、宗得福函,1900-1904
宗得福;盛春颐,卢洪昶;楊家渡栈;汉阳铁厂;运输;钢铁,盛宣怀致盛春颐、宗得福函,1900-1904
盛春颐,汉阳铁厂;财务;钢铁;销售;韦星甫,盛宣怀致盛春颐函,1900-1904
宗得福;盛春颐,公务;制造;汉阳铁厂,盛宣怀致盛春颐、宗得福函,1900-1904
周輯之,外籍工师;开平局银;汉阳铁厂;煤;船只;运输,盛宣怀致周輯之函,1900-1904
张之洞,中国;矿务;章程,盛宣怀致张之洞函,1900-1904
巨籁达,公务;外交;法国;陈善言,盛宣怀复巨籁达函,1900-1904
陈善言,公务;外交;法国,盛宣怀致陈善言函,1900-1904
巨籁达,外交;法国;社交,盛宣怀复巨籁达函,1900-1904
阔雷明,俄国;公务;外交,盛宣怀复阔雷明函,1900-1904
克纳贝,元旦;外交;德国;社交,盛宣怀复克纳贝函,1900-1904
克纳贝,在华外籍人员事务;德国;德文新报馆;报刊;报馆;荣禄;袁世凯,盛宣怀复克纳贝函,1900-1904
克纳贝,在华外籍人员事务;德国;德文新报馆;报刊;报馆;荣禄;袁世凯;马拉德（德）,盛宣怀复克纳贝函,1900-1904
巨籁达,会见;公务;外交;法国,盛宣怀复巨籁达函,1900-1904
郑恩照,园林;土地;家族事务;留园;苏州府;采办;风俗,盛宣怀复郑恩照函,1900-1904
万和讷,外交;对外关系;比利时;穆罗德（比）,盛宣怀复万和讷函,1900-1904
杨廷杲,天津;电报局;电杆;轮船招商局;采办,盛宣怀致杨廷杲函,1900-1904
朱宝奎;杨廷杲,开封;河南;电报局;瞿世珪;郑慷潮,盛宣怀致杨廷杲、朱宝奎函,1900-1904
马凯,公司;北京;合同;大东公司;大沽;电报局,盛宣怀致马凯函,1900-1904
马凯,公司;北京;大东公司;大沽;电报局,盛宣怀致马凯函,1900-1904
朱宝奎,俄国;外务部;电报局;美国,盛宣怀致朱宝奎函,1900-1904
朱子文,俄国;外务部;工程;电报局,盛宣怀致朱子文函,1900-1904
萨道义,公司;北京;大东公司;大北公司;大沽;天津;电报局,盛宣怀致萨道义函,1900-1904
文轩;赵致祥,公司;大东北公司;朱宝奎;电报局;经费;银行;麦加利银行,盛宣怀致赵致祥、文轩函,1900-1904
何眉叔;陈善言,淞沪铁路公司;电报局;电杆,盛宣怀致陈善言、何眉叔函,1900-1904
周万鹏;朱宝奎等,上海;电信;电报局;电杆,盛宣怀致周万鹏、朱宝奎等函,1900-1904
杨廷杲,上海;冯敩高;学生;王勉夫;电报局,盛宣怀致杨廷杲函,1900-1904
[克纳贝],地契;张文林;德国;电报局;青岛,盛宣怀致[克纳贝]函,1900-1904
盛宙怀,华盛纺织厂;机器;纱;纺织;财务,盛宣怀致盛宙怀函,1900-1904
杨廷杲,华盛纺织厂;财务;雨记,盛宣怀致杨廷杲函,1900-1904
盛宙怀,华盛纺织厂;股票;财务,盛宣怀致盛宙怀函,1900-1904
大西洋华总领事兼领袖领事,义和团运动;北京;外交;天津;电报局,盛宣怀致大西洋华总领事兼领袖领事函,1900-1904
袁保三,宝兴隆;财务;采办;采集业;魁和参局,盛宣怀致袁保三函,1900-1904
朱廷励,周馥;幕府;疾病,盛宣怀致朱廷励函,1900-1904
张鸿钧,山东;张振铎;汉阳铁厂;湖北;盛我彭;金乡县,盛宣怀致张鸿钧函,1900-1904
郑官桂,南顺记;常州;木料;梁福胜;采办,盛宣怀致郑官桂函,1900-1904
张鸿禄,工程购地局;沪宁铁路,盛宣怀致张鸿禄函,1900-1904
杨士琦,安平轮;灾害;船只;赈灾,盛宣怀致杨士琦函,1900-1904
袁世凯,灾害;直隶;赈灾,盛宣怀致袁世凯函,1900-1904
王榖卿;陆砚香,灾害;赈灾,盛宣怀致陆砚香、王榖卿函,1900-1904
胡廷幹,山东;棉衣;洋行;禅臣洋行;赈灾,盛宣怀致胡廷幹函,1900-1904
赵凤昌,上海;利息;治安;电报局;薪俸;诈伪案件,盛宣怀致赵凤昌函,1900-1904
志森,勘察;正大铁路;礼仪;端午节,盛宣怀复志森函,1900-1904
蒋月笙,丝;卢汉铁路;竣工;谋职,盛宣怀致蒋月笙函,1900-1904
[谢志镛],气候;社交,盛宣怀复[谢志镛],1900-1904
？绍襄,社交,盛宣怀致？绍襄函,1900-1904
沙多,事件;张文学;柯鸿年;確山县,盛宣怀致沙多函,1900-1904
解茂承,汉阳铁厂;洋行;火车;礼和洋行;经费;采办,盛宣怀致解茂承函,1900-1904
黄建藩,制造;房屋;经济作物;鱼,盛宣怀致黄建藩函,1900-1904
黄建藩,公司;合同;租借;竣工;翻译;财务;铁路局;驳船公司,盛宣怀致黄建藩函,1900-1904
黄建藩,估价;地图;栈房;财务,盛宣怀致黄建藩函,1900-1904
黄建笎;黄建藩,修建;唐賛方;房屋;船只;轮船招商局;陈善言,盛宣怀致黄建藩、黄建笎函,1900-1904
陳猷等,小田切万寿之助;矿务;解茂承;赫德,盛宣怀致陳猷等函,1900-1904
黄建藩,开平煤矿;煤;磗;轮船;运输;铁路,盛宣怀致黄建藩函,1900-1904
柯贞贤,上海铁路总公司;借贷;地契;房屋;沙多;财务;采办,盛宣怀致柯贞贤文,1900-1904
刘坤一,宗教事务;教案,盛宣怀致刘坤一函,1900-1904
Ackinson & Dallos Com.,土地;房屋;销售,盛宣怀致Ackinson & Dallos Com.函,1900-1904
丁良翰,丧礼;工程;庆元县;铁路,盛宣怀致丁良翰函,1900-1904
田宝荣,久大典;典当;吴江县,盛宣怀致田宝荣函,1900-1904
崔钟善,应酬;礼仪,盛宣怀致崔钟善函,1900-1904
沈伟田,公使;张之洞;端方;英国;邦交,盛宣怀致沈伟田函,1900-1904
谢启华,应酬;礼仪,盛宣怀致谢启华函,1900-1904
陆襄铖,应酬;礼仪,盛宣怀致陆襄铖函,1900-1904
丁宝铨,应酬;疾病;礼仪,盛宣怀致丁宝铨函,1900-1904
王之春,应酬;疾病;礼仪,盛宣怀致王之春函,1900-1904
李嘉福,丧礼,盛宣怀致李嘉福函,1900-1904
陶森甲,坟茔;煤矿;礼仪;采掘,盛宣怀致陶森甲函,1900-1904
史悠康;史悠瑞;史悠章,典当;均大典;股本,盛宣怀致史悠康、史悠瑞、史悠章函,1900-1904
费裕昆,灵柩;袁世凯;轮船招商局;运输,盛宣怀致费裕昆函,1900-1904
黄建笎,山西;荐举;赈济;陕西,盛宣怀致黄建笎函,1900-1904
严潆,利息;天津府;灾害;裕丰官银号;裕盛成银号;规银;财务;赈济;轮船招商局;钱庄,盛宣怀致严潆函,1900-1904
沈能虎;郑官应,兵丁;湘军;蔚霞;轮船招商局;运输,盛宣怀致沈能虎、郑官应函,1900-1904
严潆;唐德熙;陈猷,信义洋行;学堂;广济轮;江永轮;洋行;电报;黄建笎,盛宣怀致唐德熙、严潆、陈猷函,1900-1904
[陈佛生],公牍;履历;湖北;漕运,盛宣怀致[陈佛生]函,1900-1904
芜局,水脚;米;规银;轮船招商局;运输,呈盛宣怀沪局致芜局函,1900-1904
郑官应,华利;外籍工师;请假;轮船;轮船招商局;铁,盛宣怀致郑官应函,1900-1904
严潆;唐德熙;陈猷,土地;洋行;礼和洋行;翻译;销售,盛宣怀致严潆、唐德熙、陈猷函,1900-1904
郑官应,弹药;枪;沈能虎;炮弹;货栈;运输,盛宣怀致郑官应函,1900-1904
唐德熙,合同;山东;水脚;米;袁世凯;轮船招商局;运输,盛宣怀致唐德熙函,1900-1904
袁世凯,合同;唐德熙;欠款;水脚;爱仁轮;米;船只;规银;货币;轮船招商局;运输,盛宣怀致袁世凯函,1900-1904
陈猷,合同;外籍工师;淞沪铁路;火车;煤;轮船招商局;邓斯登;采购;铁路局,盛宣怀致陈猷函,1900-1904
郑官应;顾肇熙,保险;户部;水脚;漕运;米;轮船;轮船招商局;运输,盛宣怀致顾肇熙、郑官应函,1900-1904
郑官应;顾肇熙,学生;谋职;轮船招商局,盛宣怀致顾肇熙、郑官应函,1900-1904
严潆,汉冶萍公司;煤矿;财务;轮船招商局,盛宣怀致严潆函,1900-1904
严潆;唐德熙;陈猷,仁记洋行;代理;房地产;洋行;运输,盛宣怀致唐德熙、严潆、陈猷函,1900-1904
霍必澜,物料;电信;租借;英国;领事,盛宣怀致霍必澜函,1900-1904
周万鹏;朱宝奎,财务,盛宣怀致朱宝奎、周万鹏函,1900-1904
袁树勋,天津府;护照,盛宣怀致袁树勋函,1900-1904
袁树勋,关务;护照;汉阳府;江裕轮,盛宣怀致袁树勋函,1900-1904
袁鑑,履历;恽薇孙;武阳会馆;财务,盛宣怀致袁鑑函,1900-1904
汪君牧,人事;王伯敏;王昌善;电报局,盛宣怀致汪君牧函,1900-1904
汪君牧,死亡;礼仪;风俗,盛宣怀致汪君牧函,1900-1904
？效曾,价格;土地;苏州府;采办,盛宣怀致？效曾函,1900-1904
？效曾,吴炳元;苏州府;谋职,盛宣怀致？效曾函,1900-1904
汪瑶庭,上海泰昌糖果号;徐家汇福纶丝厂;盛世栋;薛效曾,盛宣怀致汪瑶庭函,1900-1904
小田切万寿之助,外务部;外邦关系;王文韶,盛宣怀致小田切万寿之助函,1900-1904
小田切万寿之助,死亡;盛宙怀,盛宣怀致小田切万寿之助函,1900-1904
博爱业,外邦关系;礼仪,盛宣怀致博爱业函,1900-1904
陶湘,吕景端;张之洞;桂辛,盛宣怀致陶湘函,1900-1904
沙多,协定;外籍工师;芦汉铁路;袁世凯;财务;预算,盛宣怀致沙多函,1900-1904
芦汉总工程师沙多,借贷;商部;易州支路;磁州支路;芦汉铁路;袁世凯;预算,盛宣怀致芦汉总工程师沙多函,1900-1904
任汝霖,京师;医疗;官监督;电报;社交;袁世凯;轮船,盛宣怀复顺德电局任汝霖函,1900-1904
沙多,中国;中国铁路总公司;义和团;借贷;合同;工程费用;张振棨;文牍处理;比利时;芦保铁路;金达;银行,盛宣怀致沙多函,1900-1904
沙多,中国铁路总公司;借贷;公司;利息;比利时;管理;银行,盛宣怀复沙多函译稿,1900-1904
钱绍桢,军需;孙麟伯;湖北;社交;运输;铁路;陈元凯;驻马店,盛宣怀致钱绍桢函,1900-1904
钱绍桢,中国铁路总公司;外务部;文牍处理;翻译;行车管理;财务,盛宣怀致钱绍桢函,1900-1904
钱绍桢,天津府;张之洞;湖北;火车;行程,盛宣怀致钱绍桢函,1900-1904
钱绍桢,文牍处理;汉口;行车管理;财务;铁路,盛宣怀致钱绍桢函,1900-1904
钱绍桢,合同;商人;张之洞;柯鸿年;物价;行车管理;运输;金清濂;铁路,盛宣怀致钱绍桢函,1900-1904
钱绍桢,周裕太;房屋;王庆秀;筑路征地;赔补;铁路,盛宣怀致钱绍桢函,1900-1904
钱绍桢,文牍处理;翻译;行车管理;财务,盛宣怀致钱绍桢函,1900-1904
钱绍桢,章程;翻译;芦汉铁路;行车管理;财务;赈务;邮传部,盛宣怀复钱绍桢函,1900-1904
钱绍桢,天津府;张之洞;湖北;花园;行程,盛宣怀复钱绍桢函,1900-1904
奕劻,外债;总理各国事务衙门;比利时;芦汉铁路;还贷,盛宣怀致奕劻函稿,1900-1904
巨籁达,京师;柯鸿年;法国;税务;芦汉铁路;运输,盛宣怀复法国总领事巨籁达函稿,1900-1904
圣彼得堡并巴黎华俄银行董事处,上海;中国铁路总公司;人事;佛威郎;俄华道胜银行;借贷;合同;外籍工师;山西;铁路,盛宣怀致圣彼得堡并巴黎华俄银行董事处函,1900-1904
道胜大班佛威郎,中国铁路总公司;俄华道胜银行;文牍处理;邮政,盛宣怀致道胜大班佛威郎函,1900-1904
,物料;礼和洋行;管理;运输,盛宣怀复礼和洋行函稿,1900-1904
日总领事小田切,博览会;大阪;日本;盛昌颐;领事,盛宣怀致日总领事小田切函,1900-1904
岳樑,公牍;疾病;礼仪;葬,盛宣怀致岳樑函,1900-1904
田春庭,商店;求助;轮船招商局,盛宣怀致田春庭函,1900-1904
田春庭,商店;天源堂药铺;房屋,盛宣怀致田春庭函,1900-1904
钱绍桢,寿幛;社交;诗文;诞生礼;钱君砚,盛宣怀致钱绍桢函,1900-1904
恽彦彬,丧礼;人事;南昌电报局;恽祖翼;电报局,盛宣怀致恽彦彬函,1900-1904
孙宝琦,护照;王文韶;电报;章程;西安府,盛宣怀致孙宝琦函,1900-1904
朱志尧,岳大理;文窦琳;荣华洋行;谭纳思,盛宣怀致朱志尧函,1900-1904
张振棨;陈名侃,卢保铁路;经费;财务,盛宣怀致张振棨、陈名侃函,1900-1904
郑思贤,学堂;工厂;机器;矿务;粤汉铁路;粤汉铁路公司;铁路,盛宣怀致郑思贤函,1900-1904
严潆;施亦爵,价格;华大北号;漕粮;米;轮船招商局;领事,盛宣怀致严潆、施亦爵函（一号）,1900-1904
严潆;唐德熙;陈猷,漕粮;轮船招商局;运输,盛宣怀致严潆、唐德熙、陈猷函,1900-1904
严潆;唐德熙;陈猷,外籍工师;密尔登;机理文斯;茂丰洋行;蔚霞;薪水;轮船招商局;鼐德,盛宣怀致严潆、唐德熙、陈猷函,1900-1904
严潆;唐德熙;陈猷;顾肇熙,张振棨;货栈;运输;金利源货栈;铁路,盛宣怀致顾肇熙、严潆、唐德熙、陈猷函,1900-1904
严潆;施亦爵,水脚;糟粮;财务,盛宣怀致严潆、施亦爵函,1900-1904
严潆;唐德熙;陈猷,外籍工师;船只;蔚霞;薪水;采办,盛宣怀致严潆、唐德熙、陈猷函,1900-1904
